Sqrt_NAV,Log_ONU,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Year,Month,Day,Weekday
75853.6214024749,16.22034322945093,519.454,519.454,514.2594,2022,7,4,0
75696.60297794083,16.216858021453096,519.1117,519.1117,513.9206,2022,7,1,4
75700.93009263492,16.216571812839103,519.3197,519.3197,514.1265,2022,6,30,3
75652.84091037164,16.215520557696063,519.2056,519.2056,514.0136,2022,6,29,2
75596.1506841453,16.21507913092384,518.6567,518.6567,513.4701,2022,6,28,1
75416.11349658639,16.21352081506079,516.9942,516.9942,511.8243,2022,6,27,0
75334.2323986911,16.212584009523695,516.3557,516.3557,511.1921,2022,6,24,4
75194.21713004266,16.208162864951777,516.7175,516.7175,511.5503,2022,6,23,3
75044.20585161788,16.204988136630657,516.2944,516.2944,511.1314,2022,6,22,2
75000.23685735933,16.204547676540116,515.9168,515.9168,510.7576,2022,6,21,1
74978.03443896085,16.20421128747554,515.7848,515.7848,510.627,2022,6,20,0
74953.97435720137,16.202884852493934,516.138,516.138,510.9766,2022,6,17,4
74932.69189199065,16.20221167662737,516.1923,516.1923,511.0304,2022,6,16,3
74901.83059959215,16.201564653558435,516.101,516.101,510.94,2022,6,15,2
74815.44301573039,16.199178711738384,516.1413,516.1413,510.9798,2022,6,14,1
74791.1931203133,16.19838552316111,516.216,516.216,511.0539,2022,6,13,0
74735.41263551035,16.197544421978705,515.88,515.88,510.7212,2022,6,10,4
74736.01398408935,16.196975956535002,516.1817,516.1817,511.0199,2022,6,9,3
74759.77714145488,16.19709433783175,516.4488,516.4488,511.2843,2022,6,8,2
74643.36278524702,16.19588152127376,515.4665,515.4665,510.3118,2022,6,7,1
74642.14899793548,16.19386356856853,516.4909,516.4909,511.326,2022,6,6,0
74575.10155273005,16.192730444031813,516.148,516.148,510.9865,2022,6,3,4
74378.17479697925,16.18965290773026,515.0082,515.0082,509.8581,2022,6,2,3
74327.58142742168,16.190126116016405,514.0644,514.0644,508.9238,2022,6,1,2
74347.79764061609,16.1905134343331,514.1449,514.1449,509.0035,2022,5,31,1
74311.41893033667,16.18738404823989,515.2518,515.2518,510.0993,2022,5,30,0
74270.02618991055,16.1870815649544,514.8337,514.8337,509.6853,2022,5,27,4
74187.59751130913,16.186546926341908,513.9663,513.9663,508.8266,2022,5,26,3
74179.6981249587,16.186464635868507,513.8991,513.8991,508.7601,2022,5,25,2
74103.73582175192,16.184501001297917,513.8552,513.8552,508.7166,2022,5,24,1
74068.20436023813,16.182191568849024,514.5495,514.5495,509.404,2022,5,23,0
73894.66705507238,16.17896820909483,513.7946,513.7946,508.6567,2022,5,20,4
73837.26904483941,16.17799897270039,513.4942,513.4942,508.3593,2022,5,19,3
73723.37247664407,16.175721913006893,513.0783,513.0783,507.9475,2022,5,18,2
73635.3656140852,16.174652802409593,512.4016,512.4016,507.2775,2022,5,17,1
73571.04231883629,16.17310442135838,512.2994,512.2994,507.1764,2022,5,16,0
73469.7882577594,16.172649849215,511.1225,511.1225,506.0113,2022,5,13,4
73371.6620026424,16.169614843179033,511.3076,511.3076,506.1945,2022,5,12,3
73355.41763666812,16.169390510044646,511.1958,511.1958,506.0839,2022,5,11,2
