Date Valued,Scheme Name,Net Asset Value,Outstanding Number of Units,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Year,Month
2022-12-19,Bond Fund,316342173550.29,2767280942.44,114.3152,114.3152,114.3152,2022,12
2022-12-16,Umoja Fund,301111853790.42,344737534.04,873.4525,873.4525,864.718,2022,12
2022-12-16,Wekeza Maisha Fund,6533251885.33,8849636.91,738.2508,738.2508,723.4858,2022,12
2022-12-16,Watoto Fund,8283513051.57,15181823.21,545.6204,545.6204,540.1642,2022,12
2022-12-16,Jikimu Fund,19182265604.02,121119495.36,158.3747,158.3747,155.2072,2022,12
2022-12-16,Liquid Fund,568396584649.56,1666070778.54,341.1599,341.1599,341.1599,2022,12
2022-12-16,Bond Fund,315708003941.69,2763970521.48,114.2226,114.2226,114.2226,2022,12
2022-12-15,Umoja Fund,300957332813.28,344725721.24,873.0342,873.0342,864.3038,2022,12
2022-12-15,Wekeza Maisha Fund,6526248768.84,8843005.13,738.0126,738.0126,723.2523,2022,12
2022-12-15,Watoto Fund,8271301462.69,15165786.83,545.3922,545.3922,539.9383,2022,12
2022-12-15,Jikimu Fund,19161700856.0,121040811.5,158.3078,158.3078,155.1416,2022,12
2022-12-15,Liquid Fund,568899581273.22,1668011046.08,341.0646,341.0646,341.0646,2022,12
2022-12-15,Bond Fund,309988566730.34,2714617848.62,114.1923,114.1923,114.1923,2022,12
2022-12-14,Umoja Fund,301074377387.81,344910483.56,872.9058,872.9058,864.1768,2022,12
2022-12-14,Wekeza Maisha Fund,6523597143.94,8816616.48,737.8486,737.8486,723.0916,2022,12
2022-12-14,Watoto Fund,8280258171.86,15165708.9,545.2685,545.2685,539.8158,2022,12
2022-12-14,Jikimu Fund,19193447311.05,121267742.83,158.2733,158.2733,155.1078,2022,12
2022-12-14,Liquid Fund,569232099171.69,1669451067.41,340.9696,340.9696,340.9696,2022,12
2022-12-14,Bond Fund,309857000204.34,2714209234.38,114.1611,114.1611,114.1611,2022,12
2022-12-13,Umoja Fund,300980868189.35,344849996.11,872.7878,872.7878,864.0599,2022,12
2022-12-13,Wekeza Maisha Fund,6503891765.93,8816616.48,737.6857,737.6857,722.932,2022,12
2022-12-13,Watoto Fund,8267543385.63,15165708.9,545.1472,545.1472,539.6957,2022,12
2022-12-13,Jikimu Fund,19180110450.56,121209196.71,158.2397,158.2397,155.0749,2022,12
2022-12-13,Liquid Fund,567572894544.31,1665046619.86,340.8751,340.8751,340.8751,2022,12
2022-12-13,Bond Fund,309159127727.3,2708829366.04,114.1302,114.1302,114.1302,2022,12
2022-12-12,Umoja Fund,300868906404.18,344778021.16,872.6453,872.6453,863.9188,2022,12
2022-12-12,Wekeza Maisha Fund,6456722129.29,8754604.26,737.523,737.523,722.7726,2022,12
2022-12-12,Watoto Fund,8262763622.88,15160322.0,545.0256,545.0256,539.5753,2022,12
2022-12-12,Jikimu Fund,19145550347.5,121016536.52,158.2061,158.2061,155.0419,2022,12
2022-12-12,Liquid Fund,566778379271.0,1663181098.89,340.7797,340.7797,340.7797,2022,12
2022-12-12,Bond Fund,307913741725.09,2698661852.61,114.0987,114.0987,114.0987,2022,12
2022-12-08,Umoja Fund,300774216432.17,344745618.7,872.4526,872.4526,863.7281,2022,12
2022-12-08,Wekeza Maisha Fund,6441733703.56,8741145.44,736.9439,736.9439,722.205,2022,12
2022-12-08,Watoto Fund,8232389060.06,15115077.22,544.6475,544.6475,539.201,2022,12
2022-12-08,Jikimu Fund,19129902377.11,120995375.94,158.1044,158.1044,154.9423,2022,12
2022-12-08,Liquid Fund,565642687254.36,1661697383.54,340.4005,340.4005,340.4005,2022,12
2022-12-08,Bond Fund,307148231662.57,2694872003.28,113.9751,113.9751,113.9751,2022,12
2022-12-07,Umoja Fund,300828076629.1,344767736.52,872.5529,872.5529,863.8273,2022,12
2022-12-07,Wekeza Maisha Fund,6430173801.58,8726498.16,736.8561,736.8561,722.119,2022,12
2022-12-07,Watoto Fund,8232729953.63,15113749.75,544.7179,544.7179,539.2707,2022,12
2022-12-07,Jikimu Fund,19183613857.09,121300519.82,158.1495,158.1495,154.9865,2022,12
2022-12-07,Liquid Fund,570121620321.59,1675326475.19,340.3048,340.3048,340.3048,2022,12
2022-12-07,Bond Fund,306415821628.57,2689173632.73,113.9442,113.9442,113.9442,2022,12
2022-12-06,Umoja Fund,299092018523.38,344739997.3,867.5872,867.5872,858.9114,2022,12
2022-12-06,Wekeza Maisha Fund,6372594073.86,8662240.89,735.675,735.675,720.9615,2022,12
2022-12-06,Watoto Fund,8197384727.91,15090306.51,543.2219,543.2219,537.7897,2022,12
2022-12-06,Jikimu Fund,18731133632.73,118879348.3,157.5642,157.5642,154.413,2022,12
2022-12-06,Liquid Fund,569490945956.33,1673940526.0,340.2098,340.2098,340.2098,2022,12
2022-12-06,Bond Fund,305530508682.65,2682136602.0,113.9131,113.9131,113.9131,2022,12
2022-12-05,Umoja Fund,299054224309.39,299054000000.0,867.6087,867.6087,858.9327,2022,12
2022-12-05,Wekeza Maisha Fund,6362304916.53,8644136.9,736.0255,736.0255,721.305,2022,12
2022-12-05,Watoto Fund,8149064810.32,14997775.1,543.3516,543.3516,537.9181,2022,12
2022-12-05,Jikimu Fund,18687755868.84,118567135.5,157.6133,157.6133,154.461,2022,12
2022-12-05,Liquid Fund,567617207577.82,1668895073.0,340.1156,340.1156,340.1156,2022,12
2022-12-05,Bond Fund,304911208429.95,2677433835.0,113.8819,113.8819,113.8819,2022,12
2022-12-02,Umoja Fund,299513129912.78,344665382.6,868.9968,868.9968,860.3069,2022,12
2022-12-02,Wekeza Maisha Fund,6359598259.66,8631071.62,736.826,736.826,722.0895,2022,12
2022-12-02,Watoto Fund,8142832490.54,14979671.19,543.5922,543.5922,538.1563,2022,12
2022-12-02,Jikimu Fund,18702748944.12,118541856.0,157.7734,157.7734,154.6179,2022,12
2022-12-02,Liquid Fund,567528860411.82,1670045213.0,339.8284,339.8284,339.8284,2022,12
2022-12-02,Bond Fund,302343802951.37,2657069338.0,113.7885,113.7885,113.7885,2022,12
2022-12-01,Umoja Fund,299650801608.09,344728767.6,869.2364,869.2364,860.5441,2022,12
2022-12-01,Wekeza Maisha Fund,6359710764.67,8625153.29,737.3447,737.3447,722.5978,2022,12
2022-12-01,Watoto Fund,8143098992.36,14973411.15,543.8373,543.8373,538.3989,2022,12
2022-12-01,Jikimu Fund,18719818337.49,118582521.9,157.8632,157.8632,154.706,2022,12
2022-12-01,Liquid Fund,566158484352.63,1666481524.0,339.7328,339.7328,339.7328,2022,12
2022-12-01,Bond Fund,301330273713.3,2648893275.0,113.757,113.757,113.757,2022,12
2022-11-30,Umoja Fund,299548722108.33,344659077.2,869.116,869.116,860.4249,2022,11
2022-11-30,Wekeza Maisha Fund,6308979079.58,8558262.67,737.1799,737.1799,722.4363,2022,11
2022-11-30,Watoto Fund,8132223793.35,14956802.37,543.7141,543.7141,538.2769,2022,11
2022-11-30,Jikimu Fund,18760211616.97,118868846.7,157.8228,157.8228,154.6663,2022,11
2022-11-30,Liquid Fund,565324247501.7,1664502675.0,339.6355,339.6355,339.6355,2022,11
2022-11-30,Bond Fund,303359737618.04,2644190021.0,114.7269,114.7269,114.7269,2022,11
2022-11-29,Umoja Fund,299164079348.69,344566893.5,868.2322,868.2322,859.5499,2022,11
2022-11-29,Wekeza Maisha Fund,6297779407.48,8548476.97,736.7136,736.7136,721.9793,2022,11
2022-11-29,Watoto Fund,8119955750.57,14940506.53,543.486,543.486,538.0511,2022,11
2022-11-29,Jikimu Fund,18741732490.74,118827693.4,157.7219,157.7219,154.5675,2022,11
2022-11-29,Liquid Fund,564881195653.74,1663668585.0,339.5395,339.5395,339.5395,2022,11
2022-11-29,Bond Fund,302904124821.1,2640935811.0,114.6958,114.6958,114.6958,2022,11
2022-11-28,Umoja Fund,299097498439.04,344538782.8,868.1098,868.1098,859.4287,2022,11
2022-11-28,Wekeza Maisha Fund,6275109365.49,8519585.58,736.551,736.551,721.82,2022,11
2022-11-28,Watoto Fund,8063140245.52,14839279.86,543.3647,543.3647,537.931,2022,11
2022-11-28,Jikimu Fund,18703956474.49,118613802.1,157.6879,157.6879,154.5341,2022,11
2022-11-28,Liquid Fund,562588803630.67,1657379956.0,339.4447,339.4447,339.4447,2022,11
2022-11-28,Bond Fund,301295984474.17,2627679789.0,114.6624,114.6624,114.6624,2022,11
2022-11-25,Umoja Fund,299017580259.23,344592672.7,867.7421,867.7421,859.0647,2022,11
2022-11-25,Wekeza Maisha Fund,6267238622.1,8514555.41,736.0618,736.0618,721.3405,2022,11
2022-11-25,Watoto Fund,8051570048.18,14827954.47,542.9994,542.9994,537.5694,2022,11
2022-11-25,Jikimu Fund,18762694674.49,119064813.4,157.5839,157.5839,154.4322,2022,11
2022-11-25,Liquid Fund,562214722275.69,1657659661.0,339.1617,339.1617,339.1617,2022,11
2022-11-25,Bond Fund,300646844471.24,2624177222.0,114.568,114.568,114.568,2022,11
2022-11-24,Umoja Fund,298462310732.41,344598708.9,866.1156,866.1156,857.4544,2022,11
2022-11-24,Wekeza Maisha Fund,6253378339.06,8510648.7,734.7711,734.7711,720.0756,2022,11
2022-11-24,Watoto Fund,8031534021.45,14808721.36,542.3516,542.3516,536.9281,2022,11
2022-11-24,Jikimu Fund,18726825392.14,119031982.6,157.326,157.326,154.1795,2022,11
2022-11-24,Liquid Fund,561522909714.91,1656074006.0,339.0687,339.0687,339.0687,2022,11
2022-11-24,Bond Fund,300011933924.77,2619354795.0,114.5366,114.5366,114.5366,2022,11
2022-11-23,Umoja Fund,298445084468.53,344627571.8,865.9931,865.9931,857.3331,2022,11
2022-11-23,Wekeza Maisha Fund,6247104260.32,8503997.0,734.608,734.608,719.9158,2022,11
2022-11-23,Watoto Fund,8019698081.17,14790210.49,542.2302,542.2302,536.8079,2022,11
2022-11-23,Jikimu Fund,18722580793.6,119030106.4,157.2928,157.2928,154.147,2022,11
2022-11-23,Liquid Fund,560029596515.85,1652133058.0,338.9737,338.9737,338.9737,2022,11
2022-11-23,Bond Fund,299131534309.72,2612385608.0,114.5051,114.5051,114.5051,2022,11
2022-11-22,Umoja Fund,298213136183.34,344614972.4,865.3517,865.3517,856.6981,2022,11
2022-11-22,Wekeza Maisha Fund,6240352111.17,8498400.26,734.2973,734.2973,719.6113,2022,11
2022-11-22,Watoto Fund,8006869989.82,14778170.05,541.8039,541.8039,536.3858,2022,11
2022-11-22,Jikimu Fund,18701044207.8,119005543.5,157.1443,157.1443,154.0014,2022,11
2022-11-22,Liquid Fund,559346448861.93,1650564782.0,338.8819,338.8819,338.8819,2022,11
2022-11-22,Bond Fund,298574214028.65,2608223888.0,114.4742,114.4742,114.4742,2022,11
2022-11-21,Umoja Fund,298269158125.9,344583340.7,865.5937,865.5937,856.9377,2022,11
2022-11-21,Wekeza Maisha Fund,6236447412.44,8487108.97,734.8141,734.8141,720.1178,2022,11
2022-11-21,Watoto Fund,8003767262.93,14765744.99,542.0497,542.0497,536.6292,2022,11
2022-11-21,Jikimu Fund,18701229371.97,118938789.6,157.2341,157.2341,154.0894,2022,11
2022-11-21,Liquid Fund,558086628596.89,1647295833.0,338.7896,338.7896,338.7896,2022,11
2022-11-21,Bond Fund,297794169615.73,2602083655.0,114.4445,114.4445,114.4445,2022,11
2022-11-18,Umoja Fund,298087368464.03,344517928.7,865.2304,865.2304,856.578,2022,11
2022-11-18,Wekeza Maisha Fund,6131299040.42,8349214.07,734.3564,734.3564,719.6693,2022,11
2022-11-18,Watoto Fund,7998050419.72,14764978.39,541.6906,541.6906,536.2737,2022,11
2022-11-18,Jikimu Fund,18685250752.97,118912131.1,157.1349,157.1349,153.9922,2022,11
2022-11-18,Liquid Fund,538415530223.08,1590510556.0,338.5174,338.5174,338.5174,2022,11
2022-11-18,Bond Fund,297506000193.56,2601669040.0,114.352,114.352,114.352,2022,11
2022-11-17,Umoja Fund,298011152506.37,344478078.5,865.1092,865.1092,856.4581,2022,11
2022-11-17,Wekeza Maisha Fund,6108725455.39,8320229.05,734.2016,734.2016,719.5176,2022,11
2022-11-17,Watoto Fund,7989428602.66,14752314.95,541.5712,541.5712,536.1555,2022,11
2022-11-17,Jikimu Fund,18679109988.36,118898112.9,157.1018,157.1018,153.9598,2022,11
2022-11-17,Liquid Fund,536935888693.48,1586578984.0,338.4237,338.4237,338.4237,2022,11
2022-11-17,Bond Fund,296700256947.02,2595314650.0,114.3215,114.3215,114.3215,2022,11
2022-11-16,Umoja Fund,297954697695.48,344461073.7,864.988,864.988,856.3381,2022,11
2022-11-16,Wekeza Maisha Fund,6094904124.49,8303161.54,734.0462,734.0462,719.3653,2022,11
2022-11-16,Watoto Fund,7937539310.23,14659725.24,541.4521,541.4521,536.0376,2022,11
2022-11-16,Jikimu Fund,18673675463.42,118888562.9,157.0687,157.0687,153.9274,2022,11
2022-11-16,Liquid Fund,545626007048.61,1615897642.0,337.6612,337.6612,337.6612,2022,11
2022-11-16,Bond Fund,296051553218.44,2594027829.0,114.1281,114.1281,114.1281,2022,11
2022-11-15,Umoja Fund,297900969003.71,344447238.4,864.8668,864.8668,856.2181,2022,11
2022-11-15,Wekeza Maisha Fund,5895647043.73,8033429.72,733.8892,733.8892,719.2114,2022,11
2022-11-15,Watoto Fund,7941859614.63,14670997.27,541.3306,541.3306,535.9173,2022,11
2022-11-15,Jikimu Fund,18601751151.17,118455533.1,157.0357,157.0357,153.895,2022,11
2022-11-15,Liquid Fund,545997796062.57,1617456320.0,337.5657,337.5657,337.5657,2022,11
2022-11-15,Bond Fund,296867705310.82,2601911845.0,114.096,114.096,114.096,2022,11
2022-11-14,Umoja Fund,298079296294.73,344602854.1,864.9937,864.9937,856.3438,2022,11
2022-11-14,Wekeza Maisha Fund,5892216331.72,8028311.54,733.9297,733.9297,719.2511,2022,11
2022-11-14,Watoto Fund,7935394950.84,14659904.65,541.2992,541.2992,535.8862,2022,11
2022-11-14,Jikimu Fund,18606766164.13,118484446.4,157.0397,157.0397,153.8989,2022,11
2022-11-14,Liquid Fund,544223502583.56,1612653940.0,337.4707,337.4707,337.4707,2022,11
2022-11-14,Bond Fund,296084033370.94,2595753878.0,114.0648,114.0648,114.0648,2022,11
2022-11-11,Umoja Fund,298082246290.51,344751120.0,864.6302,864.6302,855.9839,2022,11
2022-11-11,Wekeza Maisha Fund,5885011115.66,8023671.27,733.4562,733.4562,718.787,2022,11
2022-11-11,Watoto Fund,7923552051.07,14647756.92,540.9396,540.9396,535.5302,2022,11
2022-11-11,Jikimu Fund,18588921628.53,118445685.3,156.9405,156.9405,153.8017,2022,11
2022-11-11,Liquid Fund,542873247607.18,1610012427.0,337.1858,337.1858,337.1858,2022,11
2022-11-11,Bond Fund,295718460334.16,2594685588.0,113.9708,113.9708,113.9708,2022,11
2022-11-10,Umoja Fund,298037089831.57,344737553.4,864.5333,864.5333,864.5333,2022,11
2022-11-10,Wekeza Maisha Fund,5861576295.32,7993439.41,733.2984,733.2984,718.6324,2022,11
2022-11-10,Watoto Fund,7910814359.01,14627387.93,540.8221,540.8221,535.4139,2022,11
2022-11-10,Jikimu Fund,18559888639.01,118285654.6,156.9074,156.9074,153.7692,2022,11
2022-11-10,Liquid Fund,541955697845.88,1607743529.0,337.0909,337.0909,337.0909,2022,11
2022-11-10,Bond Fund,295187918361.85,2590727751.0,113.9402,113.9402,113.9402,2022,11
2022-11-09,Umoja Fund,298108344331.99,344968752.3,864.1604,864.1604,855.5188,2022,11
2022-11-09,Wekeza Maisha Fund,5846897255.69,7977322.84,732.9398,732.9398,718.281,2022,11
2022-11-09,Watoto Fund,7891987086.44,14598148.51,540.6156,540.6156,535.2095,2022,11
2022-11-09,Jikimu Fund,18591706083.28,118541897.7,156.8366,156.8366,153.6999,2022,11
2022-11-09,Liquid Fund,540801973037.49,1604773842.0,336.9958,336.9958,336.9958,2022,11
2022-11-09,Bond Fund,294488207764.79,2585290280.0,113.9091,113.9091,113.9091,2022,11
2022-11-08,Umoja Fund,297952587400.72,344953264.7,863.7477,863.7477,855.1102,2022,11
2022-11-08,Wekeza Maisha Fund,5835600492.26,7964543.31,732.6974,732.6974,718.0435,2022,11
2022-11-08,Watoto Fund,7874647445.32,14572181.1,540.3891,540.3891,534.9852,2022,11
2022-11-08,Jikimu Fund,18586373104.82,118558802.3,156.7692,156.7692,153.6339,2022,11
2022-11-08,Liquid Fund,540160512081.24,1603325344.0,336.9001,336.9001,336.9001,2022,11
2022-11-08,Bond Fund,293549040558.98,2577748068.0,113.8781,113.8781,113.8781,2022,11
2022-11-07,Umoja Fund,295710729709.65,344938912.3,857.2843,857.2843,848.7115,2022,11
2022-11-07,Wekeza Maisha Fund,5823453546.1,7948780.07,732.6223,732.6223,717.9699,2022,11
2022-11-07,Watoto Fund,7859706605.45,14544635.93,540.3852,540.3852,534.9814,2022,11
2022-11-07,Jikimu Fund,18570757289.45,118458496.3,156.7702,156.7702,153.6348,2022,11
2022-11-07,Liquid Fund,538851014397.66,1599887684.0,336.8055,336.8055,336.8055,2022,11
2022-11-07,Bond Fund,292299794128.15,2567463249.0,113.8477,113.8477,113.8477,2022,11
2022-11-04,Umoja Fund,295596944160.44,344953730.7,856.9177,856.9177,848.3485,2022,11
2022-11-04,Wekeza Maisha Fund,5811295749.96,7937345.97,732.146,732.146,717.503,2022,11
2022-11-04,Watoto Fund,7848205522.13,14532647.37,540.0396,540.0396,534.6392,2022,11
2022-11-04,Jikimu Fund,18560071166.92,118465244.2,156.671,156.671,153.5376,2022,11
2022-11-04,Liquid Fund,537277029416.81,1596557714.0,336.5221,336.5221,336.5221,2022,11
2022-11-04,Bond Fund,291605948511.64,2563455769.0,113.755,113.755,113.755,2022,11
2022-11-03,Umoja Fund,295700573687.0,345123944.8,856.7953,856.7953,848.2273,2022,11
2022-11-03,Wekeza Maisha Fund,5803172200.36,7927971.97,731.987,731.987,717.3472,2022,11
2022-11-03,Watoto Fund,7794503299.61,14436314.82,539.9233,539.9233,534.5241,2022,11
2022-11-03,Jikimu Fund,18616494650.71,118850577.1,156.6378,156.6378,153.5051,2022,11
2022-11-03,Liquid Fund,535867343612.26,1592813784.0,336.4281,336.4281,336.4281,2022,11
2022-11-03,Bond Fund,288737465694.56,2538939455.0,113.7237,113.7237,113.7237,2022,11
2022-11-02,Umoja Fund,295659404959.12,345111145.8,856.7078,856.7078,848.1407,2022,11
2022-11-02,Wekeza Maisha Fund,5802690689.74,7923784.3,732.3131,732.3131,717.6668,2022,11
2022-11-02,Watoto Fund,7793012661.62,14431146.65,540.0134,540.0134,534.6133,2022,11
2022-11-02,Jikimu Fund,18617670026.02,118835672.9,156.6674,156.6674,153.534,2022,11
2022-11-02,Liquid Fund,530721421176.64,1577959248.0,336.334,336.334,336.334,2022,11
2022-11-02,Bond Fund,288107319326.99,2534094530.0,113.6924,113.6924,113.6924,2022,11
2022-11-01,Umoja Fund,295941065239.8,345100111.0,857.5513,857.5513,848.9758,2022,11
2022-11-01,Wekeza Maisha Fund,5813151571.8,7919036.82,734.0731,734.0731,719.3916,2022,11
2022-11-01,Watoto Fund,7795920452.35,14412776.23,540.9035,540.9035,535.4944,2022,11
2022-11-01,Jikimu Fund,18650988222.2,118822644.5,156.9649,156.9649,153.8256,2022,11
2022-11-01,Liquid Fund,529218634926.7,1573934940.0,336.2392,336.2392,336.2392,2022,11
2022-11-01,Bond Fund,287696318098.99,2531154073.0,113.6621,113.6621,113.6621,2022,11
2022-10-31,Umoja Fund,296047718965.34,345090697.0,857.8838,857.8838,849.305,2022,10
2022-10-31,Wekeza Maisha Fund,5799733659.33,7900284.6,734.1171,734.1171,719.4347,2022,10
2022-10-31,Watoto Fund,7814757019.33,14444464.58,541.0209,541.0209,535.6107,2022,10
2022-10-31,Jikimu Fund,18703049317.06,119103297.9,157.0322,157.0322,153.8915,2022,10
2022-10-31,Liquid Fund,526780863473.42,1567126279.0,336.1445,336.1445,336.1445,2022,10
2022-10-31,Bond Fund,289171880767.55,2522635762.0,114.6308,114.6308,114.6308,2022,10
2022-10-28,Umoja Fund,296063347687.68,345047841.3,858.0356,858.0356,849.4553,2022,10
2022-10-28,Wekeza Maisha Fund,5791038370.04,7891733.93,733.8106,733.8106,719.1344,2022,10
2022-10-28,Watoto Fund,7791423644.16,14401386.26,541.019,541.019,535.6088,2022,10
2022-10-28,Jikimu Fund,18697628956.59,119054533.7,157.051,157.051,153.9099,2022,10
2022-10-28,Liquid Fund,525524519453.39,1564712113.0,335.8602,335.8602,335.8602,2022,10
2022-10-28,Bond Fund,288530960312.06,2519102939.0,114.5372,114.5372,114.5372,2022,10
2022-10-27,Umoja Fund,296009809458.91,345034580.1,857.9135,857.9135,849.3343,2022,10
2022-10-27,Wekeza Maisha Fund,5771471713.92,7866758.93,733.6531,733.6531,718.98,2022,10
2022-10-27,Watoto Fund,7755390130.58,14337573.86,540.9137,540.9137,535.5046,2022,10
2022-10-27,Jikimu Fund,18690862490.05,119035848.0,157.0188,157.0188,153.8784,2022,10
2022-10-27,Liquid Fund,524726261889.63,1562776463.0,335.7654,335.7654,335.7654,2022,10
2022-10-27,Bond Fund,287806503459.92,2513460867.0,114.5061,114.5061,114.5061,2022,10
2022-10-26,Umoja Fund,296396805319.61,345097760.8,858.8778,858.8778,850.289,2022,10
2022-10-26,Wekeza Maisha Fund,5771774802.66,7845621.61,735.6683,735.6683,720.9549,2022,10
2022-10-26,Watoto Fund,7363125363.26,13712825.01,536.9517,536.9517,531.5822,2022,10
2022-10-26,Jikimu Fund,18549261081.35,119131873.3,155.7036,155.7036,152.5895,2022,10
2022-10-26,Liquid Fund,524578919373.43,1562777119.0,335.671,335.671,335.671,2022,10
2022-10-26,Bond Fund,287194249601.37,2512114396.0,114.3237,114.3237,114.3237,2022,10
2022-10-25,Umoja Fund,296309671543.78,345075555.6,858.6806,858.6806,850.0938,2022,10
2022-10-25,Wekeza Maisha Fund,5768104380.92,7842325.02,735.5095,735.5095,720.7993,2022,10
2022-10-25,Watoto Fund,6684652515.69,12451636.9,536.8493,536.8493,531.4808,2022,10
2022-10-25,Jikimu Fund,18542475077.48,119113800.0,155.6703,155.6703,152.5568,2022,10
2022-10-25,Liquid Fund,523521067774.41,1560067044.0,335.576,335.576,335.576,2022,10
2022-10-25,Bond Fund,287085907950.54,2511855246.0,114.2924,114.2924,114.2924,2022,10
2022-10-24,Umoja Fund,296295578098.16,345026101.0,858.7628,858.7628,850.1752,2022,10
2022-10-24,Wekeza Maisha Fund,5742693889.25,7809461.19,735.3508,735.3508,720.6438,2022,10
2022-10-24,Watoto Fund,6667944696.11,12419494.2,536.8934,536.8934,531.5245,2022,10
2022-10-24,Jikimu Fund,18530577291.78,119011926.9,155.7035,155.7035,152.5895,2022,10
2022-10-24,Liquid Fund,521376435624.52,1554115618.0,335.4811,335.4811,335.4811,2022,10
2022-10-24,Bond Fund,286304425876.57,2505702526.0,114.2611,114.2611,114.2611,2022,10
2022-10-21,Umoja Fund,296157520825.56,345012264.1,858.3971,858.3971,849.8131,2022,10
2022-10-21,Wekeza Maisha Fund,5731576330.5,7799386.25,734.8753,734.8753,720.1778,2022,10
2022-10-21,Watoto Fund,6651223356.2,12396470.48,536.5417,536.5417,531.1763,2022,10
2022-10-21,Jikimu Fund,18505834881.71,118929312.9,155.6036,155.6036,152.4916,2022,10
2022-10-21,Liquid Fund,518435818329.16,1546660094.0,335.197,335.197,335.197,2022,10
2022-10-21,Bond Fund,285269076561.34,2498693617.0,114.1673,114.1673,114.1673,2022,10
2022-10-18,Umoja Fund,296170053002.67,345162395.1,858.06,858.06,849.4794,2022,10
2022-10-18,Wekeza Maisha Fund,5720487559.09,7789302.44,734.4031,734.4031,719.715,2022,10
2022-10-18,Watoto Fund,6640670298.35,12384818.76,536.1944,536.1944,530.8324,2022,10
2022-10-18,Jikimu Fund,18534755116.6,119191918.1,155.5035,155.5035,152.3934,2022,10
2022-10-18,Liquid Fund,564959721987.63,1686951530.0,334.8998,334.8998,334.8998,2022,10
2022-10-18,Bond Fund,283315099976.88,2483603846.0,114.0742,114.0742,114.0742,2022,10
2022-10-17,Umoja Fund,295831073865.47,345116470.2,857.192,857.192,848.6201,2022,10
2022-10-17,Wekeza Maisha Fund,5695864233.54,7763939.65,733.6307,733.6307,718.9581,2022,10
2022-10-17,Watoto Fund,6623115319.69,12361974.8,535.7652,535.7652,530.4075,2022,10
2022-10-17,Jikimu Fund,18536322119.26,119313570.8,155.358,155.358,152.2509,2022,10
2022-10-17,Liquid Fund,556926747419.62,1663416153.0,334.809,334.809,334.809,2022,10
2022-10-17,Bond Fund,281881973617.98,2471715726.0,114.043,114.043,114.043,2022,10
2022-10-13,Umoja Fund,295035011714.93,345096655.6,854.9344,854.9344,846.3851,2022,10
2022-10-13,Wekeza Maisha Fund,5682720758.83,7752629.98,733.0055,733.0055,718.3454,2022,10
2022-10-13,Watoto Fund,6612743743.81,12353148.29,535.3084,535.3084,529.9553,2022,10
2022-10-13,Jikimu Fund,18518131305.07,119299356.2,155.2241,155.2241,152.1196,2022,10
2022-10-13,Liquid Fund,555191358476.36,1661266844.0,334.1976,334.1976,334.1976,2022,10
2022-10-13,Bond Fund,281248544591.99,2468844387.0,113.9191,113.9191,113.9191,2022,10
2022-10-12,Umoja Fund,295001052532.42,345087493.9,854.8587,854.8587,846.3101,2022,10
2022-10-12,Wekeza Maisha Fund,5680475510.29,7751593.93,732.8139,732.8139,718.1576,2022,10
2022-10-12,Watoto Fund,6611490921.37,12343878.57,535.6089,535.6089,530.2528,2022,10
2022-10-12,Jikimu Fund,18524401319.32,119271851.8,155.3124,155.3124,152.2062,2022,10
2022-10-12,Liquid Fund,554456701217.46,1659530948.0,334.1045,334.1045,334.1045,2022,10
2022-10-12,Bond Fund,280199523972.86,2460304826.0,113.8881,113.8881,113.8881,2022,10
2022-10-11,Umoja Fund,295310100589.61,345066875.2,855.8054,855.8054,847.2474,2022,10
2022-10-11,Wekeza Maisha Fund,5668814822.39,7726453.76,733.6891,733.6891,719.0153,2022,10
2022-10-11,Watoto Fund,6608345757.88,12328513.78,536.0213,536.0213,530.6611,2022,10
2022-10-11,Jikimu Fund,18541565820.42,119264983.3,155.4653,155.4653,152.356,2022,10
2022-10-11,Liquid Fund,553867372248.07,1658229614.0,334.0113,334.0113,334.0113,2022,10
2022-10-11,Bond Fund,279436536057.68,2454274276.0,113.8571,113.8571,113.8571,2022,10
2022-10-10,Umoja Fund,294735845717.42,345050717.2,854.1812,854.1812,845.6394,2022,10
2022-10-10,Wekeza Maisha Fund,5658969602.93,7714688.79,733.5318,733.5318,718.8612,2022,10
2022-10-10,Watoto Fund,6588527763.53,12290410.59,536.0706,536.0706,530.7099,2022,10
2022-10-10,Jikimu Fund,18383472739.11,118221196.1,155.5006,155.5006,152.3906,2022,10
2022-10-10,Liquid Fund,552790104721.44,1656305909.0,333.7488,333.7488,333.7488,2022,10
2022-10-10,Bond Fund,278399960211.87,2445838285.0,113.826,113.826,113.826,2022,10
2022-10-07,Umoja Fund,294723069946.09,345180854.0,853.8222,853.8222,845.284,2022,10
2022-10-07,Wekeza Maisha Fund,5670553365.58,7736245.16,732.9852,732.9852,718.3255,2022,10
2022-10-07,Watoto Fund,6575179847.74,12273370.24,535.7273,535.7273,530.3701,2022,10
2022-10-07,Jikimu Fund,18330524706.01,117957498.4,155.3994,155.3994,152.2914,2022,10
2022-10-07,Liquid Fund,551183503769.77,1654121345.0,333.2183,333.2183,333.2183,2022,10
2022-10-07,Bond Fund,277627773224.29,2441064539.0,113.7323,113.7323,113.7323,2022,10
2022-10-06,Umoja Fund,294674950766.54,345171176.5,853.7067,853.7067,845.1696,2022,10
2022-10-06,Wekeza Maisha Fund,5668031956.07,7734457.51,732.8286,732.8286,718.1721,2022,10
