Date Valued,Scheme Name,Net Asset Value,Outstanding Number of Units,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Year,Month
2019-10-30,Wekeza Maisha Fund,1149925230.08,2746543.8,418.6808,418.6808,410.3072,2019,10
2019-10-30,Watoto Fund,3196614862.61,9192415.58,347.7448,347.7448,344.2674,2019,10
2019-10-30,Jikimu Fund,19622577934.95,154423984.97,127.0695,127.0695,124.5281,2019,10
2019-10-30,Liquid Fund,57758317202.07,259599819.57,222.4898,222.4898,222.4898,2019,10
2019-10-29,Umoja Fund,215741829277.79,364123899.0,592.4957,592.4957,586.5707,2019,10
2019-10-29,Wekeza Maisha Fund,1153655662.95,2756205.33,418.5667,418.5667,410.1953,2019,10
2019-10-29,Watoto Fund,3201935483.94,9209753.14,347.6679,347.6679,344.1912,2019,10
2019-10-29,Jikimu Fund,19722266390.93,155255932.51,127.0307,127.0307,124.4901,2019,10
2019-10-29,Liquid Fund,57631631114.12,259125897.8,222.4078,222.4078,222.4078,2019,10
2019-10-28,Umoja Fund,215702016931.13,364120246.17,592.3923,592.3923,586.4683,2019,10
2019-10-28,Wekeza Maisha Fund,1153319125.2,2756134.34,418.4553,418.4553,410.0862,2019,10
2019-10-28,Watoto Fund,3201077640.91,9209304.34,347.5917,347.5917,344.1158,2019,10
2019-10-28,Jikimu Fund,19714523735.45,155241476.75,126.9926,126.9926,124.4528,2019,10
2019-10-28,Liquid Fund,57400883377.03,258183596.14,222.3258,222.3258,222.3258,2019,10
2019-10-27,Umoja Fund,215716501310.18,364116062.06,592.4389,592.4389,586.5145,2019,10
2019-10-27,Umoja Fund,215716501310.18,364116062.06,592.4389,592.4389,586.5145,2019,10
2019-10-27,Wekeza Maisha Fund,1152558553.87,2755050.39,418.3439,418.3439,409.977,2019,10
2019-10-27,Watoto Fund,3200084268.46,9206053.32,347.6065,347.6065,347.6065,2019,10
2019-10-27,Jikimu Fund,19706624915.96,155204494.85,126.972,126.972,124.4326,2019,10
2019-10-24,Umoja Fund,215601849085.09,364111989.69,592.1306,592.1306,586.2093,2019,10
2019-10-24,Wekeza Maisha Fund,1151219140.18,2754053.01,418.0091,418.0091,409.6489,2019,10
2019-10-24,Watoto Fund,3197921231.32,9205866.16,347.3786,347.3786,343.9048,2019,10
2019-10-24,Jikimu Fund,19685817762.63,155179908.24,126.858,126.858,124.3209,2019,10
2019-10-24,Liquid Fund,57242489010.81,257852074.82,221.9974,221.9974,221.9974,2019,10
2019-10-23,Umoja Fund,215558151249.02,364101761.23,592.0272,592.0272,586.1069,2019,10
2019-10-23,Wekeza Maisha Fund,1150661651.48,2753457.24,417.897,417.897,409.5391,2019,10
2019-10-23,Watoto Fund,3196249301.04,9203073.11,347.3024,347.3024,343.8294,2019,10
2019-10-23,Jikimu Fund,19679814395.3,155179198.43,126.8199,126.8199,124.2835,2019,10
2019-10-23,Liquid Fund,57241385781.89,257943013.37,221.9149,221.9149,221.9149,2019,10
2019-10-22,Umoja Fund,215514990966.15,364092617.69,591.9235,591.9235,586.0043,2019,10
2019-10-22,Wekeza Maisha Fund,1150187095.51,2753057.41,417.7854,417.7854,409.4297,2019,10
2019-10-22,Watoto Fund,3194977377.15,9201431.45,347.2261,347.2261,343.7539,2019,10
2019-10-22,Jikimu Fund,19673472840.65,155175821.77,126.7818,126.7818,124.2462,2019,10
2019-10-22,Liquid Fund,57135734743.4,257556244.48,221.8379,221.8379,221.8379,2019,10
2019-10-21,Umoja Fund,215541681899.3,364201385.86,591.82,591.82,585.9018,2019,10
2019-10-21,Wekeza Maisha Fund,1151895506.75,2757885.86,417.6734,417.6734,409.3199,2019,10
2019-10-21,Watoto Fund,3196243663.21,9207103.99,347.1497,347.1497,343.6782,2019,10
2019-10-21,Jikimu Fund,19711624941.77,155523632.41,126.7436,126.7436,124.2087,2019,10
2019-10-21,Liquid Fund,57053156257.39,257271678.56,221.7623,221.7623,221.7623,2019,10
2019-10-20,Umoja Fund,215488336823.42,364174922.51,591.7166,591.7166,585.7994,2019,10
2019-10-20,Wekeza Maisha Fund,1151488102.57,2757646.37,417.5619,417.5619,409.2107,2019,10
2019-10-20,Watoto Fund,3194781670.73,9204913.48,347.0735,347.0735,343.6028,2019,10
2019-10-20,Jikimu Fund,19692016732.92,155415744.14,126.7054,126.7054,124.1713,2019,10
2019-10-20,Liquid Fund,56965441182.62,256971681.23,221.6798,221.6798,221.6798,2019,10
2019-10-17,Umoja Fund,215369922375.67,364165785.73,591.4063,591.4063,585.4922,2019,10
2019-10-17,Wekeza Maisha Fund,1150550841.79,2757610.41,417.2275,417.2275,408.8829,2019,10
2019-10-17,Watoto Fund,3192571861.93,9204596.32,346.8454,346.8454,343.3769,2019,10
2019-10-17,Jikimu Fund,19702706444.52,155641280.23,127.3655,126.5905,124.0587,2019,10
2019-10-17,Liquid Fund,56823223440.66,256759144.26,221.3094,221.3094,221.3094,2019,10
2019-10-16,Umoja Fund,215291976056.79,364162877.42,591.1969,591.1969,585.285,2019,10
2019-10-16,Wekeza Maisha Fund,1149743379.08,2756411.7,417.116,417.116,408.7737,2019,10
2019-10-16,Watoto Fund,3191526827.28,9203601.27,346.7693,346.7693,343.3017,2019,10
2019-10-16,Jikimu Fund,19696638674.9,155640221.19,126.5524,126.5524,124.0213,2019,10
2019-10-16,Liquid Fund,56781193717.2,256669954.65,221.2226,221.2226,221.2226,2019,10
2019-10-15,Umoja Fund,215524249362.13,364614110.06,591.1023,591.1023,585.1913,2019,10
2019-10-15,Wekeza Maisha Fund,1149437003.75,2756411.7,417.0048,417.0048,408.6647,2019,10
2019-10-15,Watoto Fund,3192987549.5,9209854.47,346.6925,346.6925,343.2256,2019,10
2019-10-15,Jikimu Fund,19793563950.84,156453479.34,126.5141,126.5141,123.9838,2019,10
2019-10-15,Liquid Fund,56647351339.55,256161851.75,221.1389,221.1389,221.1389,2019,10
2019-10-14,Umoja Fund,215350154441.41,364611104.96,590.6297,590.6297,584.7234,2019,10
2019-10-14,Wekeza Maisha Fund,1149080609.43,2756291.77,416.8937,416.8937,408.5558,2019,10
2019-10-14,Jikimu Fund,19786409165.5,156442642.53,126.4771,126.4771,123.9475,2019,10
2019-10-14,Jikimu Fund,3192253049.21,9209759.26,346.6163,346.6163,343.1502,2019,10
2019-10-14,Liquid Fund,55945378180.98,253082949.25,221.0555,221.0555,221.0555,2019,10
2019-10-10,Umoja Fund,215898047185.76,365801155.63,590.206,590.206,584.304,2019,10
2019-10-10,Wekeza Maisha Fund,1147430636.68,2755266.88,416.4499,416.4499,408.1209,2019,10
2019-10-10,Watoto Fund,3204571971.95,9253341.95,346.3151,346.3151,342.8519,2019,10
2019-10-10,Jikimu Fund,19766421940.93,156474165.8,126.3239,126.3239,123.7974,2019,10
2019-10-10,Liquid Fund,56099259786.08,254167217.1,220.7179,220.7179,220.7179,2019,10
2019-10-09,Umoja Fund,216049927471.05,366193571.59,589.9883,589.9883,584.0884,2019,10
2019-10-09,Wekeza Maisha Fund,1147415966.64,2755968.23,416.3386,416.3386,408.0118,2019,10
2019-10-09,Watoto Fund,3209192802.32,9268714.8,346.2392,346.2392,342.7769,2019,10
2019-10-09,Jikimu Fund,19896930567.09,157555841.3,126.2849,126.2849,123.7592,2019,10
2019-10-09,Liquid Fund,55938876987.67,253537408.77,220.6336,220.6336,220.6336,2019,10
2019-10-08,Umoja Fund,216067410899.65,366298519.08,589.867,589.867,583.9683,2019,10
2019-10-08,Wekeza Maisha Fund,1147482699.23,2756864.51,416.2275,416.2275,407.9029,2019,10
2019-10-08,Watoto Fund,3208225148.28,9267934.81,346.164,346.164,342.7023,2019,10
2019-10-08,Jikimu Fund,19924048927.74,157818235.71,126.2468,126.2468,123.7219,2019,10
2019-10-08,Liquid Fund,55884182054.09,253386417.07,220.5492,220.5492,220.5492,2019,10
2019-10-07,Umoja Fund,216026984312.58,366296551.9,589.7598,589.7598,583.8622,2019,10
2019-10-07,Wekeza Maisha Fund,1146609894.82,2755501.54,416.1166,416.1166,407.7943,2019,10
2019-10-07,Watoto Fund,3206686660.11,9264048.95,346.1431,346.1431,342.6817,2019,10
2019-10-07,Jikimu Fund,19774606779.34,156680525.48,126.2097,126.2097,123.6855,2019,10
2019-10-07,Liquid Fund,56097604814.15,254453939.95,220.4627,220.4627,220.4627,2019,10
2019-10-06,Umoja Fund,215973300095.17,366280815.25,589.6386,589.6386,583.7422,2019,10
2019-10-06,Wekeza Maisha Fund,1145773919.29,2754227.52,416.0055,416.0055,407.6854,2019,10
2019-10-06,Watoto Fund,3205652947.64,9263073.79,346.0679,346.0679,342.6073,2019,10
2019-10-06,Jikimu Fund,19763687054.17,156641553.66,126.1714,126.1714,123.648,2019,10
2019-10-06,Liquid Fund,55920369872.84,253746881.59,220.3786,220.3786,220.3786,2019,10
2019-10-03,Umoja Fund,215846348200.33,366266436.73,589.3151,589.3151,583.422,2019,10
2019-10-03,Wekeza Maisha Fund,1144605066.19,2753425.09,415.7023,415.7023,407.3882,2019,10
2019-10-03,Watoto Fund,3202564961.32,9261659.41,345.7874,345.7874,342.3295,2019,10
2019-10-03,Jikimu Fund,19744814475.86,156634974.84,126.0562,126.0562,123.5351,2019,10
2019-10-03,Liquid Fund,55781566618.01,253407995.97,220.1255,220.1255,220.1255,2019,10
2019-10-02,Umoja Fund,215805870756.96,366265524.48,589.2061,589.2061,583.314,2019,10
2019-10-02,Wekeza Maisha Fund,1143486788.83,2751493.59,415.5877,415.5877,407.2759,2019,10
2019-10-02,Watoto Fund,3201383919.96,9260269.27,345.7118,345.7118,342.2546,2019,10
2019-10-02,Jikimu Fund,19709630630.56,156630187.35,125.8355,125.8355,123.3187,2019,10
2019-10-02,Liquid Fund,55602193379.99,252687140.37,220.0436,220.0436,220.0436,2019,10
2019-10-01,Umoja Fund,217305469451.16,366281775.89,593.274,593.274,587.3413,2019,10
2019-10-01,Wekeza Maisha Fund,1143017317.64,2751132.35,415.4716,415.4716,407.1622,2019,10
2019-10-01,Watoto Fund,3220884797.69,9259694.17,347.8392,347.8392,344.3608,2019,10
2019-10-01,Jikimu Fund,19758704102.29,156613304.05,126.1624,126.1624,123.6391,2019,10
2019-10-01,Liquid Fund,53600601718.42,243676696.32,219.9661,219.9661,219.9661,2019,10
2019-09-30,Umoja Fund,217536780704.58,366741880.5,593.1605,593.1605,587.2289,2019,9
2019-09-30,Wekeza Maisha Fund,1161381991.64,2796107.17,415.3568,415.3568,407.0496,2019,9
2019-09-30,Watoto Fund,3222922436.51,9267559.93,347.7639,347.7639,344.2862,2019,9
2019-09-30,Jikimu Fund,19804239834.04,157019267.8,126.1262,126.1262,123.6037,2019,9
2019-09-30,Liquid Fund,52721382439.22,239770672.44,219.8825,219.8825,219.8825,2019,9
2019-09-29,Umoja Fund,217492069533.38,366732843.09,593.0532,593.0532,587.1226,2019,9
2019-09-29,Wekeza Maisha Fund,1160632665.97,2795152.53,415.2305,415.2305,406.9259,2019,9
2019-09-29,Watoto Fund,3221460645.85,9265362.84,347.6886,347.6886,344.2117,2019,9
2019-09-29,Jikimu Fund,20268425006.36,157009771.45,129.0902,129.0902,126.5084,2019,9
2019-09-29,Liquid Fund,51390516617.0,233796719.66,219.8085,219.8085,219.8085,2019,9
2019-09-26,Umoja Fund,217641496428.34,366727874.76,593.4686,593.4686,587.534,2019,9
2019-09-26,Wekeza Maisha Fund,1159360093.25,2794381.23,414.8897,414.8897,406.5919,2019,9
2019-09-26,Watoto Fund,3227562462.02,9265173.55,348.3542,348.3542,344.8707,2019,9
2019-09-26,Jikimu Fund,20280171376.74,156999124.74,129.1738,129.1738,126.5903,2019,9
2019-09-26,Liquid Fund,50635360018.61,230636001.62,219.5466,219.5466,219.5466,2019,9
2019-09-25,Umoja Fund,217601649409.18,366725987.16,593.363,593.363,587.4294,2019,9
2019-09-25,Wekeza Maisha Fund,1159042584.96,2794381.23,414.7761,414.7761,406.4806,2019,9
2019-09-25,Watoto Fund,3226536088.51,9264230.5,348.2789,348.2789,344.7961,2019,9
2019-09-25,Jikimu Fund,20273795291.08,156997834.09,129.1342,129.1342,126.5516,2019,9
2019-09-25,Liquid Fund,50182120399.67,228658449.12,219.4632,219.4632,219.4632,2019,9
2019-09-24,Umoja Fund,217857625957.46,367222574.49,593.2577,593.2577,587.3251,2019,9
2019-09-24,Wekeza Maisha Fund,1176306868.5,2836858.61,414.6512,414.6512,406.3582,2019,9
2019-09-24,Watoto Fund,3225890286.11,9264381.72,348.2035,348.2035,344.7215,2019,9
2019-09-24,Jikimu Fund,20418647971.65,158168909.39,129.0939,129.0939,126.5121,2019,9
2019-09-24,Liquid Fund,50291783141.41,229246471.64,219.3787,219.3787,219.3787,2019,9
2019-09-23,Umoja Fund,217814025253.89,367213899.19,593.153,593.153,587.2215,2019,9
2019-09-23,Wekeza Maisha Fund,1176004000.95,2836822.42,414.5497,414.5497,406.2587,2019,9
2019-09-23,Watoto Fund,3224433287.85,9262198.59,348.1283,348.1283,344.647,2019,9
2019-09-23,Jikimu Fund,20411000694.67,158157721.29,129.0547,129.0547,126.4736,2019,9
2019-09-23,Liquid Fund,50165524850.16,228758799.64,219.2944,219.2944,219.2944,2019,9
2019-09-22,Umoja Fund,217869761146.88,367369064.02,593.0542,593.0542,587.1236,2019,9
2019-09-22,Wekeza Maisha Fund,1175447425.53,2836243.29,414.4382,414.4382,406.1494,2019,9
2019-09-22,Watoto Fund,3223107794.52,9260398.36,348.0528,348.0528,344.5723,2019,9
2019-09-22,Jikimu Fund,20403705933.94,158149266.65,129.0155,129.0155,126.4352,2019,9
2019-09-22,Liquid Fund,51023885855.57,232768039.2,219.2049,219.2049,219.2049,2019,9
2019-09-19,Umoja Fund,217770880398.54,367395869.85,592.7418,592.7418,586.8144,2019,9
2019-09-19,Wekeza Maisha Fund,1174454451.73,2836560.78,414.0417,414.0417,405.7609,2019,9
2019-09-19,Watoto Fund,3229764689.78,9285717.1,347.8207,347.8207,344.3425,2019,9
2019-09-19,Jikimu Fund,20383263929.89,158135689.95,128.8973,128.8973,126.3194,2019,9
2019-09-19,Liquid Fund,51055567837.54,233179083.88,218.9543,218.9543,218.9543,2019,9
2019-09-18,Umoja Fund,217644387041.94,367394269.41,592.4001,592.4001,586.4761,2019,9
2019-09-18,Wekeza Maisha Fund,1173032924.7,2834083.47,413.902,413.902,405.624,2019,9
2019-09-18,Watoto Fund,3227395937.18,9280914.63,347.7455,347.7455,344.268,2019,9
2019-09-18,Jikimu Fund,20376994995.66,158135278.52,128.858,128.858,126.2808,2019,9
2019-09-18,Liquid Fund,51285740153.05,234316897.09,218.8734,218.8734,218.8734,2019,9
2019-09-17,Umoja Fund,217702330246.44,367558276.42,592.2934,592.2934,586.3704,2019,9
2019-09-17,Wekeza Maisha Fund,1173701227.17,2836693.92,413.7567,413.7567,405.4816,2019,9
2019-09-17,Watoto Fund,3229177866.9,9288067.91,347.6695,347.6695,344.1928,2019,9
2019-09-17,Jikimu Fund,20444339567.37,158706960.78,128.8182,128.8182,126.2418,2019,9
2019-09-17,Liquid Fund,51216789956.4,234090653.16,218.7904,218.7904,218.7904,2019,9
2019-09-16,Umoja Fund,216632546128.68,367542200.54,589.4086,589.4086,583.5145,2019,9
2019-09-16,Wekeza Maisha Fund,1161359847.04,2836254.33,409.4696,409.4696,401.2802,2019,9
2019-09-16,Watoto Fund,3214433739.83,9286681.17,346.1337,346.1337,342.6724,2019,9
2019-09-16,Jikimu Fund,20435800901.0,158693737.22,128.7751,128.7751,126.1996,2019,9
2019-09-16,Liquid Fund,51244834392.12,234311132.81,218.7042,218.7042,218.7042,2019,9
2019-09-15,Umoja Fund,216542690789.24,367537679.62,589.1714,589.1714,583.2797,2019,9
2019-09-15,Wekeza Maisha Fund,1160962621.61,2836254.33,409.3295,409.3295,401.1429,2019,9
2019-09-15,Watoto Fund,3212778602.88,9284288.17,346.0447,346.0447,342.5842,2019,9
2019-09-15,Jikimu Fund,20410797372.8,158602821.98,128.6913,128.6913,126.1174,2019,9
2019-09-15,Liquid Fund,51042193236.7,233473862.09,218.6206,218.6206,218.6206,2019,9
2019-09-12,Umoja Fund,216425442151.68,367532894.1,588.8601,588.8601,582.9715,2019,9
2019-09-12,Wekeza Maisha Fund,1159170270.66,2834787.01,408.9091,408.9091,400.7309,2019,9
2019-09-12,Watoto Fund,3208456041.24,9277295.0,345.8396,345.8396,342.3812,2019,9
2019-09-12,Jikimu Fund,20391387044.26,158595044.43,128.5752,128.5752,126.0037,2019,9
2019-09-12,Liquid Fund,50973781342.22,233412017.93,218.3854,218.3854,218.3854,2019,9
2019-09-11,Umoja Fund,216414353911.15,367579938.0,588.7545,588.7545,582.867,2019,9
2019-09-11,Wekeza Maisha Fund,1158772735.23,2834787.01,408.7689,408.7689,400.5935,2019,9
2019-09-11,Watoto Fund,3207631747.9,9276924.78,345.7646,345.7646,342.3069,2019,9
2019-09-11,Jikimu Fund,20385079777.14,158594266.21,128.536,128.536,125.9653,2019,9
2019-09-11,Liquid Fund,50839216634.65,232884383.28,218.3024,218.3024,218.3024,2019,9
2019-09-10,Umoja Fund,216374223998.73,367577666.38,588.649,588.649,582.7625,2019,9
2019-09-10,Wekeza Maisha Fund,1158108172.57,2834133.38,408.6287,408.6287,400.4561,2019,9
2019-09-10,Watoto Fund,3206805398.1,9276548.68,345.6895,345.6895,342.2326,2019,9
2019-09-10,Jikimu Fund,20378172078.01,158588817.42,128.4969,128.4969,125.927,2019,9
2019-09-10,Liquid Fund,50913276510.04,233312898.88,218.2189,218.2189,218.2189,2019,9
2019-09-09,Umoja Fund,216478924659.33,367821560.11,588.5433,588.5433,582.6579,2019,9
2019-09-09,Wekeza Maisha Fund,1159505873.22,2838531.63,408.4879,408.4879,400.3182,2019,9
2019-09-09,Watoto Fund,3209894945.85,9287511.85,345.6141,345.6141,342.1579,2019,9
2019-09-09,Jikimu Fund,20379351331.59,158646404.31,128.4577,128.4577,125.8885,2019,9
2019-09-09,Liquid Fund,50829886896.66,233019501.9,218.1358,218.1358,218.1358,2019,9
2019-09-08,Umoja Fund,216435150567.82,367813218.92,588.4377,588.4377,582.5533,2019,9
2019-09-08,Wekeza Maisha Fund,1159108005.04,2838531.63,408.3477,408.3477,400.1808,2019,9
2019-09-08,Watoto Fund,3209081964.62,9287179.01,345.5389,345.5389,342.0835,2019,9
2019-09-08,Jikimu Fund,20372856018.46,158639823.59,128.4221,128.4221,125.8536,2019,9
2019-09-08,Liquid Fund,50743312431.3,232711812.18,218.0522,218.0522,218.0522,2019,9
2019-09-05,Umoja Fund,216313903139.68,367808826.07,588.115,588.115,582.2339,2019,9
2019-09-05,Wekeza Maisha Fund,1157914236.98,2838531.63,407.9272,407.9272,399.7686,2019,9
2019-09-05,Watoto Fund,3203187189.89,9276174.2,345.3134,345.3134,341.8603,2019,9
2019-09-05,Jikimu Fund,20352887749.46,158629526.9,128.3045,128.3045,125.7384,2019,9
2019-09-05,Liquid Fund,50622103198.76,232421634.53,217.8029,217.8029,217.8029,2019,9
2019-09-04,Umoja Fund,216265596120.29,367792897.56,588.0092,588.0092,582.1291,2019,9
2019-09-04,Wekeza Maisha Fund,1157446053.4,2838163.82,407.8151,407.8151,399.6588,2019,9
2019-09-04,Watoto Fund,3201818989.15,9274233.12,345.2381,345.2381,341.7858,2019,9
2019-09-04,Jikimu Fund,20345274507.21,158618728.94,128.2653,128.2653,125.7,2019,9
2019-09-04,Liquid Fund,50609394953.02,232452361.64,217.7194,217.7194,217.7194,2019,9
2019-09-03,Umoja Fund,216347349059.35,367998579.88,587.9027,587.9027,582.0236,2019,9
2019-09-03,Wekeza Maisha Fund,1157723611.61,2839627.13,407.7027,407.7027,399.5486,2019,9
2019-09-03,Watoto Fund,3210515922.19,9301469.51,345.1622,345.1622,341.7106,2019,9
2019-09-03,Jikimu Fund,20429500880.95,159331303.93,128.2203,128.2203,125.6559,2019,9
2019-09-03,Liquid Fund,50728611698.46,233089662.43,217.6356,217.6356,217.6356,2019,9
2019-09-02,Umoja Fund,216308997798.25,367999405.96,587.7971,587.7971,581.9192,2019,9
2019-09-02,Wekeza Maisha Fund,1156937914.98,2838676.19,407.5625,407.5625,399.4112,2019,9
2019-09-02,Watoto Fund,3207476379.55,9294748.15,345.0848,345.0848,341.634,2019,9
2019-09-02,Jikimu Fund,20389271311.76,159065663.24,128.1815,128.1815,125.6178,2019,9
2019-09-02,Liquid Fund,50434292714.9,231827139.73,217.5513,217.5513,217.5513,2019,9
2019-09-01,Umoja Fund,216262411581.61,367986227.28,587.6916,587.6916,581.8147,2019,9
2019-09-01,Wekeza Maisha Fund,1156288994.54,2838060.93,407.4222,407.4222,399.2737,2019,9
2019-09-01,Watoto Fund,3204147128.3,9287125.17,345.0096,345.0096,341.5595,2019,9
2019-09-01,Jikimu Fund,20380983893.77,159049197.21,128.1426,128.1426,125.5798,2019,9
2019-09-01,Liquid Fund,50262468662.47,231125886.81,217.4679,217.4679,217.4679,2019,9
2019-08-29,Umoja Fund,216134370258.23,367969576.43,587.3702,587.3702,581.4965,2019,8
2019-08-29,Wekeza Maisha Fund,1155149903.56,2837802.97,407.0578,407.0578,398.9167,2019,8
2019-08-29,Watoto Fund,3201018279.87,9284195.74,344.7814,344.7814,341.3336,2019,8
2019-08-29,Jikimu Fund,20360924176.14,159039433.45,128.0244,128.0244,125.4639,2019,8
2019-08-29,Liquid Fund,50232105058.87,231246387.79,217.2233,217.2233,217.2233,2019,8
2019-08-28,Umoja Fund,216086586640.26,367954179.97,587.2649,587.2649,581.3923,2019,8
2019-08-28,Wekeza Maisha Fund,1154642558.82,2837336.0,406.946,406.946,398.8071,2019,8
2019-08-28,Watoto Fund,3199818709.29,9282739.34,344.7063,344.7063,341.2592,2019,8
2019-08-28,Jikimu Fund,20354488131.1,159037636.29,127.9854,127.9854,125.4256,2019,8
2019-08-28,Liquid Fund,50187724229.4,231133394.87,217.1375,217.1375,217.1375,2019,8
2019-08-27,Umoja Fund,216360203454.79,368487269.77,587.1579,587.1579,581.2863,2019,8
2019-08-27,Wekeza Maisha Fund,1154245179.34,2837336.0,406.806,406.806,398.6698,2019,8
2019-08-27,Watoto Fund,3212100386.47,9320491.79,344.6278,344.6278,341.1815,2019,8
2019-08-27,Jikimu Fund,20403274021.69,159467852.75,127.946,127.946,125.3871,2019,8
2019-08-27,Liquid Fund,50306806552.64,231771663.52,217.0533,217.0533,217.0533,2019,8
2019-08-26,Umoja Fund,216315339312.21,368476798.86,587.0528,587.0528,581.1823,2019,8
2019-08-26,Wekeza Maisha Fund,1153877949.58,2837213.06,406.6941,406.6941,398.5603,2019,8
2019-08-26,Watoto Fund,3209965095.52,9316315.18,344.5531,344.5531,341.1075,2019,8
2019-08-26,Jikimu Fund,20396145156.34,159462092.41,127.9059,127.9059,125.3478,2019,8
2019-08-26,Liquid Fund,49971886683.88,230317079.16,216.97,216.97,216.97,2019,8
2019-08-25,Umoja Fund,216203236380.6,368357657.89,586.9384,586.9384,581.069,2019,8
2019-08-25,Wekeza Maisha Fund,1152852214.69,2835666.2,406.5543,406.5543,398.4232,2019,8
2019-08-25,Watoto Fund,3208843658.32,9315081.43,344.4783,344.4783,341.0335,2019,8
2019-08-25,Jikimu Fund,20386843831.04,159456974.47,127.8517,127.8517,125.2947,2019,8
2019-08-25,Liquid Fund,49950222329.54,230306894.73,216.8855,216.8855,216.8855,2019,8
2019-08-22,Umoja Fund,216081672574.75,368349954.07,586.6206,586.6206,580.7544,2019,8
2019-08-22,Wekeza Maisha Fund,1151738781.67,2835666.2,406.1616,406.1616,398.0384,2019,8
2019-08-22,Watoto Fund,3205795233.55,9312365.35,344.2514,344.2514,340.8089,2019,8
2019-08-22,Jikimu Fund,20364609356.59,159430043.12,127.7338,127.7338,125.1791,2019,8
2019-08-22,Liquid Fund,49640610447.83,229143649.4,216.6353,216.6353,216.6353,2019,8
2019-08-20,Umoja Fund,215619422258.65,368496575.31,585.1328,585.1328,579.2814,2019,8
2019-08-20,Wekeza Maisha Fund,1145408894.87,2835418.58,403.9647,403.9647,395.8854,2019,8
2019-08-20,Watoto Fund,3195733036.32,9305412.51,343.4273,343.4273,339.9931,2019,8
2019-08-20,Jikimu Fund,20351672572.84,159428781.87,127.6537,127.6537,125.1006,2019,8
2019-08-20,Liquid Fund,51556240816.85,238174252.83,216.4644,216.4644,216.4644,2019,8
2019-08-19,Umoja Fund,215660122490.53,368630615.64,585.0304,585.0304,579.1801,2019,8
2019-08-19,Wekeza Maisha Fund,1145081548.79,2835393.81,403.8527,403.8527,395.7757,2019,8
2019-08-19,Watoto Fund,3227436752.8,9399823.93,343.3508,343.3508,339.9173,2019,8
2019-08-19,Jikimu Fund,20380614090.66,159702436.69,127.6162,127.6162,125.0639,2019,8
2019-08-19,Liquid Fund,51285396852.59,237001955.11,216.3923,216.3923,216.3923,2019,8
2019-08-18,Umoja Fund,215617916461.74,368625100.34,584.9247,584.9247,579.0754,2019,8
2019-08-18,Wekeza Maisha Fund,1143682079.95,2832916.8,403.7118,403.7118,395.6376,2019,8
2019-08-18,Watoto Fund,3226528303.58,9399241.12,343.2754,343.2754,339.8427,2019,8
2019-08-18,Jikimu Fund,20370706968.86,159673941.9,127.5769,127.5769,125.0254,2019,8
2019-08-18,Liquid Fund,51223395395.16,236804549.29,216.3109,216.3109,216.3109,2019,8
2019-08-15,Umoja Fund,215494822201.18,368618590.95,584.6011,584.6011,578.7551,2019,8
2019-08-15,Wekeza Maisha Fund,1142623876.13,2832668.89,403.3736,403.3736,395.3061,2019,8
2019-08-15,Watoto Fund,3224402994.46,9399241.12,343.0493,343.0493,339.6188,2019,8
2019-08-15,Jikimu Fund,20351887278.8,159673941.9,127.459,127.459,124.9099,2019,8
2019-08-15,Liquid Fund,51035657867.0,236179772.57,216.0882,216.0882,216.0882,2019,8
2019-08-14,Umoja Fund,215542876327.28,368769451.21,584.4922,584.4922,578.6473,2019,8
2019-08-14,Wekeza Maisha Fund,1142304428.82,2832668.89,403.2608,403.2608,395.1956,2019,8
2019-08-14,Watoto Fund,3223579461.04,9398905.81,342.9739,342.9739,339.5442,2019,8
2019-08-14,Jikimu Fund,20344468277.98,159666797.84,127.4183,127.4183,124.8699,2019,8
2019-08-14,Liquid Fund,51116664841.46,236657019.68,215.9947,215.9947,215.9947,2019,8
2019-08-13,Umoja Fund,215690718624.44,369090080.92,584.385,584.385,578.5412,2019,8
2019-08-13,Wekeza Maisha Fund,1153858958.27,2862321.69,403.1199,403.1199,395.0575,2019,8
2019-08-13,Watoto Fund,3258037122.5,9501469.98,342.8982,342.8982,339.4692,2019,8
2019-08-13,Jikimu Fund,20412606452.69,160251502.53,127.3786,127.3786,124.831,2019,8
2019-08-13,Liquid Fund,50871911500.65,235604615.25,215.9207,215.9207,215.9207,2019,8
2019-08-12,Umoja Fund,215646727017.87,369081201.36,584.2799,584.2799,578.4371,2019,8
2019-08-12,Wekeza Maisha Fund,1153460697.66,2862321.69,402.9808,402.9808,394.9212,2019,8
2019-08-12,Watoto Fund,3256911165.49,9500244.86,342.8239,342.8239,339.3957,2019,8
2019-08-12,Jikimu Fund,20385505227.14,160088779.15,127.3388,127.3388,124.792,2019,8
2019-08-12,Liquid Fund,50846967492.83,235570628.82,215.846,215.846,215.846,2019,8
2019-08-08,Umoja Fund,217549731604.77,372581956.41,583.8977,583.8977,578.0587,2019,8
2019-08-08,Wekeza Maisha Fund,1151935363.55,2861695.66,402.5359,402.5359,394.4852,2019,8
2019-08-08,Watoto Fund,3256799194.29,9499996.92,342.8211,342.8211,339.3929,2019,8
2019-08-08,Jikimu Fund,20366724228.33,160071881.66,127.2349,127.2349,124.6902,2019,8
2019-08-08,Liquid Fund,48584460351.56,225415877.29,215.5326,215.5326,215.5326,2019,8
