Sqrt_NAV,Log_ONU,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Year,Month,Day,Weekday,Target_NAV
219280.04965484206,19.938687792110187,105.3747,105.3747,105.3747,2020,8,23,6,171906.6298038851
218387.06268742203,19.93158601361702,105.2631,105.2631,105.2631,2020,8,20,3,171443.6648476986
217839.8252423785,19.926929780366994,105.225,105.225,105.225,2020,8,19,2,170630.3260290503
217314.132222136,19.922820436836894,105.149,105.149,105.149,2020,8,18,1,170528.47052630244
217386.82606335648,19.923128274262055,105.1869,105.1869,105.1869,2020,8,18,1,170360.14980690173
216919.37949081452,19.919512161766853,105.1145,105.1145,105.1145,2020,8,17,0,170002.57726446385
215801.3885950459,19.910248230598874,105.002,105.002,105.002,2020,8,13,3,169822.99006515578
214816.43916234624,19.901391698224195,104.9713,104.9713,104.9713,2020,8,12,2,169637.37893462632
214203.83739501494,19.896057895991547,104.9316,104.9316,104.9316,2020,8,11,1,169293.40840836067
213926.76686889838,19.89382564405523,104.8942,104.8942,104.8942,2020,8,10,0,169428.9798053745
213663.8862423175,19.891711302371096,104.8581,104.8581,104.8581,2020,8,9,6,168153.32315342448
212595.41743849983,19.882720930378003,104.7495,104.7495,104.7495,2020,8,6,3,167849.74493459918
211383.25279496482,19.871631399914857,104.7132,104.7132,104.7132,2020,8,5,2,168495.4547152237
208785.24552733605,19.847243778394567,104.677,104.677,104.677,2020,8,4,1,168416.19119452263
207284.4969918397,19.833168802349125,104.64,104.64,104.64,2020,8,3,0,168349.74439867737
207125.56428220056,19.831873631607237,104.615,104.615,104.615,2020,8,2,6,166616.06614006346
207735.0476732802,19.829681331297998,105.4626,105.4626,105.4626,2020,7,29,2,166231.71681493276
206253.52009400955,19.815718353040456,105.4255,105.4255,105.4255,2020,7,28,1,165771.76142926153
206164.0374694869,19.81520690710526,105.3879,105.3879,105.3879,2020,7,27,0,165674.14471724306
206056.32985807548,19.814519071838482,105.3503,105.3503,105.3503,2020,7,26,6,165455.52772213446
205413.48801911718,19.80934019805861,105.2376,105.2376,105.2376,2020,7,23,3,165101.64132088452
205217.78002717017,19.807792469913583,105.1998,105.1998,105.1998,2020,7,22,2,164767.93083349077
204774.03168336555,19.803821634406066,105.1621,105.1621,105.1621,2020,7,21,1,164406.29126621038
204414.2824823647,19.800641352743916,105.1267,105.1267,105.1267,2020,7,20,0,164247.50598617928
204436.15765991592,19.80121546398829,105.0889,105.0889,105.0889,2020,7,19,6,164247.50598617928
204049.12785371076,19.79851400904123,104.9746,104.9746,104.9746,2020,7,16,3,164127.5072643827
203951.1539480716,19.79791464554363,104.9367,104.9367,104.9367,2020,7,15,2,163803.23772734165
203567.9834072883,19.794514914668554,104.8988,104.8988,104.8988,2020,7,14,1,163736.4344732717
202783.40957546307,19.78715293261257,104.8609,104.8609,104.8609,2020,7,13,0,163354.79016928154
202115.68714261145,19.78091868037779,104.8229,104.8229,104.8229,2020,7,12,6,163064.50393825752
201875.04811313358,19.779634670855366,104.7078,104.7078,104.7078,2020,7,9,3,161010.6273698106
201705.4244882621,19.778319265515925,104.6695,104.6695,104.6695,2020,7,8,2,161152.74221055006
201615.07233527955,19.777792203484207,104.6309,104.6309,104.6309,2020,7,7,1,160995.19821208954
200917.2583109525,19.77154280079757,104.5593,104.5593,104.5593,2020,7,5,6,160636.4047451573
200461.50759272964,19.76811841734168,104.4425,104.4425,104.4425,2020,7,2,3,159959.30187607097
200013.26753888105,19.764017426053652,104.4032,104.4032,104.4032,2020,7,1,2,159515.14978446404
199679.7358943065,19.761042561203933,104.3653,104.3653,104.3653,2020,6,30,1,159450.03026255593
200348.2284733758,19.758560927048674,105.3263,105.3263,105.3263,2020,6,29,0,159051.3387570504
199862.8261021794,19.75407867089516,105.2875,105.2875,105.2875,2020,6,28,6,158649.8656997856
198807.15283301554,19.744592641464646,105.1711,105.1711,105.1711,2020,6,25,3,157343.12558872727
198432.55095021584,19.741185368691262,105.1327,105.1327,105.1327,2020,6,24,2,156515.38753045976
198539.56646270788,19.742634632161842,105.0937,105.0937,105.0937,2020,6,23,1,156491.95104125963
198281.46203525935,19.740399269324588,105.0552,105.0552,105.0552,2020,6,22,0,156264.29357063628
197874.2645033204,19.736654433556023,105.0167,105.0167,105.0167,2020,6,21,6,156208.30565773384
197417.9121902316,19.733140231319926,104.9009,104.9009,104.9009,2020,6,18,3,155143.1476540295
197155.1594480601,19.73085351177818,104.8614,104.8614,104.8614,2020,6,17,2,154953.7074630678
196897.30658688553,19.7286054025594,104.8226,104.8226,104.8226,2020,6,16,1,154880.91627224447
196739.99954137442,19.72737442473191,104.7841,104.7841,104.7841,2020,6,15,0,153886.9643587786
196611.5722132347,19.726438976736762,104.7453,104.7453,104.7453,2020,6,14,6,153720.3223483154
196181.37943599542,19.723169592412848,104.6289,104.6289,104.6289,2020,6,11,3,153429.25288216717
196179.89151804015,19.723527622659248,104.5899,104.5899,104.5899,2020,6,10,2,153243.1212447071
196114.03453906608,19.723227052370454,104.5511,104.5511,104.5511,2020,6,9,1,152728.20196888983
195492.0896940334,19.71724397689192,104.5125,104.5125,104.5125,2020,6,8,0,152574.08605153105
194871.3975961583,19.71125717407371,104.4735,104.4735,104.4735,2020,6,7,6,152190.05147774937
194785.8179310034,19.711583795832027,104.3476,104.3476,104.3476,2020,6,4,3,151119.87163050397
194502.76340479072,19.70908052687045,104.3054,104.3054,104.3054,2020,6,3,2,151053.82270740453
193851.2012153136,19.702769338379582,104.2637,104.2637,104.2637,2020,6,2,1,150497.0555871443
193478.34326239204,19.699297711190347,104.2242,104.2242,104.2242,2020,6,1,0,150319.40411989397
193041.83420523128,19.695183438015288,104.1822,104.1822,104.1822,2020,5,31,6,149289.46732217917
193274.581875838,19.689249438648353,105.0551,105.0551,105.0551,2020,5,28,3,148909.1897527483
193241.50267354576,19.689309948277263,105.0128,105.0128,105.0128,2020,5,27,2,148860.86994976216
193000.13093671724,19.6872275808618,104.969,104.969,104.969,2020,5,26,1,130803.19329993438
192291.64721958153,19.68027586944843,104.9266,104.9266,104.9266,2020,5,25,0,127055.9697070547
191912.78543898527,19.677929446141096,104.7591,104.7591,104.7591,2020,5,21,3,126978.53975719678
191269.72041277206,19.6716276767956,104.716,104.716,104.716,2020,5,20,2,126953.12622121599
191343.17127266392,19.67277447693102,104.6763,104.6763,104.6763,2020,5,19,1,126927.71824834007
191002.6971237579,19.669586642651264,104.6372,104.6372,104.6372,2020,5,18,0,126927.71824834007
190091.70224859894,19.66038860598104,104.5991,104.5991,104.5991,2020,5,17,6,126927.71824834007
189060.52907114167,19.650608984546714,104.4842,104.4842,104.4842,2020,5,14,3,126927.71824834007
188783.8142432502,19.648060243406704,104.4445,104.4445,104.4445,2020,5,13,2,126927.71824834007
188723.74010971698,19.647797075753193,104.4055,104.4055,104.4055,2020,5,12,1,126927.71824834007
188213.77556459568,19.642755307359053,104.3668,104.3668,104.3668,2020,5,11,0,126927.71824834007
188019.68490328346,19.64106480575762,104.3279,104.3279,104.3279,2020,5,10,6,126927.71824834007
187558.7098191657,19.637265934191927,104.2121,104.2121,104.2121,2020,5,7,3,126927.71824834007
187370.62480084758,19.63567317161068,104.169,104.169,104.169,2020,5,6,2,126927.71824834007
187389.9244824278,19.63625190934376,104.1302,104.1302,104.1302,2020,5,5,1,126927.71824834007
186632.1959360978,19.628511208699116,104.0924,104.0924,104.0924,2020,5,4,0,126927.71824834007
186201.54113081342,19.62426487053289,104.0535,104.0535,104.0535,2020,5,3,6,126927.71824834007
186633.94607675206,19.62076911246664,104.9034,104.9034,104.9034,2020,4,29,2,126927.71824834007
184297.33740659413,19.595945841844447,104.8641,104.8641,104.8641,2020,4,28,1,126927.71824834007
184107.7415178949,19.594258510332622,104.8252,104.8252,104.8252,2020,4,27,0,126927.71824834007
183223.48637811147,19.58612398774721,104.6687,104.6687,104.6687,2020,4,26,6,126927.71824834007
183472.16105494043,19.587713687671712,104.7863,104.7863,104.7863,2020,4,26,6,126927.71824834007
182980.4101954906,19.583869450258714,104.6268,104.6268,104.6268,2020,4,22,2,126927.71824834007
182959.30784950516,19.584004174295764,104.5885,104.5885,104.5885,2020,4,21,1,126927.71824834007
190285.33693314364,19.66285244561326,104.5544,104.5544,104.5544,2020,4,20,0,126927.71824834007
189917.81714812855,19.659309484141666,104.5206,104.5206,104.5206,2020,4,19,6,126927.71824834007
189904.97390255475,19.660204800793963,104.4129,104.4129,104.4129,2020,4,16,3,126927.71824834007
189574.80421564466,19.657048755476595,104.3791,104.3791,104.3791,2020,4,15,2,126927.71824834007
189127.37235638316,19.65264758617656,104.3452,104.3452,104.3452,2020,4,14,1,126927.71824834007
188978.13449523732,19.651395092072352,104.3111,104.3111,104.3111,2020,4,13,0,126927.71824834007
188582.89907679858,19.64898117899284,104.1263,104.1263,104.1263,2020,4,8,2,126927.71824834007
188334.64940005066,19.646675372452197,104.0921,104.0921,104.0921,2020,4,7,1,126927.71824834007
187952.4454705232,19.643270254118118,104.0236,104.0236,104.0236,2020,4,5,6,126927.71824834007
187259.44377478003,19.636814866285107,103.9267,103.9267,103.9267,2020,4,2,3,126927.71824834007
186856.2627901725,19.632864469621616,103.8893,103.8893,103.8893,2020,4,1,2,126927.71824834007
185957.73619919663,19.62357875161124,103.8524,103.8524,103.8524,2020,3,31,1,126927.71824834007
185905.23108409296,19.613788106922613,104.815,104.815,104.815,2020,3,30,0,126927.71824834007
185466.33119652743,19.609421345013253,104.7772,104.7772,104.7772,2020,3,29,6,126927.71824834007
185254.48372568475,19.608223064314434,104.6633,104.6633,104.6633,2020,3,26,3,126927.71824834007
184337.57948207413,19.598674412064696,104.6241,104.6241,104.6241,2020,3,25,2,126927.71824834007
184202.63654337305,19.597568130961925,104.5866,104.5866,104.5866,2020,3,24,1,126927.71824834007
184154.5293958582,19.597410203668442,104.5485,104.5485,104.5485,2020,3,23,0,126927.71824834007
183355.1124162345,19.58907329604191,104.5104,104.5104,104.5104,2020,3,22,6,126927.71824834007
182908.42176083638,19.585291548134883,104.3959,104.3959,104.3959,2020,3,19,3,126927.71824834007
182571.6952323114,19.58197097849211,104.3578,104.3578,104.3578,2020,3,18,2,126927.71824834007
182220.10510039775,19.57848353820717,104.3194,104.3194,104.3194,2020,3,17,1,126927.71824834007
181514.75497297733,19.571094319409703,104.2811,104.2811,104.2811,2020,3,16,0,126927.71824834007
181111.22850290095,19.567018998541293,104.2419,104.2419,104.2419,2020,3,15,6,126927.71824834007
180860.8540627573,19.56536781789595,104.1257,104.1257,104.1257,2020,3,12,3,126927.71824834007
180332.71077139612,19.559890423871305,104.087,104.087,104.087,2020,3,11,2,126927.71824834007
179640.6239488719,19.552572168162083,104.0483,104.0483,104.0483,2020,3,10,1,126927.71824834007
179410.04147747695,19.550361978745457,104.011,104.011,104.011,2020,3,9,0,126927.71824834007
178821.83812278075,19.544168717850404,103.972,103.972,103.972,2020,3,8,6,126927.71824834007
178205.1787973627,19.538774311557773,103.8147,103.8147,103.8147,2020,3,4,2,126927.71824834007
176563.778966497,19.520644924103255,103.7755,103.7755,103.7755,2020,3,3,1,126927.71824834007
175312.1918771196,19.506787551321974,103.7371,103.7371,103.7371,2020,3,2,0,126927.71824834007
174380.46748199753,19.496512475467316,103.6974,103.6974,103.6974,2020,3,1,6,126927.71824834007
174767.29880873024,19.493000811211978,104.5244,104.5244,104.5244,2020,2,27,3,126927.71824834007
174498.90298612195,19.490307489583472,104.4846,104.4846,104.4846,2020,2,26,2,126927.71824834007
173667.62705585058,19.481137832720943,104.4449,104.4449,104.4449,2020,2,25,1,126927.71824834007
173581.99957996796,19.48054703415901,104.4036,104.4036,104.4036,2020,2,24,0,126927.71824834007
173413.5860650197,19.478983345181867,104.3641,104.3641,104.3641,2020,2,23,6,126927.71824834007
173087.97500597782,19.476358798858005,104.2458,104.2458,104.2458,2020,2,20,3,126927.71824834007
172627.61270086543,19.471411237813644,104.2063,104.2063,104.2063,2020,2,19,2,126927.71824834007
172449.6838169615,19.46972915253006,104.1667,104.1667,104.1667,2020,2,18,1,126927.71824834007
171906.6298038851,19.463799963934957,104.1272,104.1272,104.1272,2020,2,17,0,126927.71824834007
171443.6648476986,19.458767122571455,104.0897,104.0897,104.0897,2020,2,16,6,126927.71824834007
170630.3260290503,19.450390201008386,103.9717,103.9717,103.9717,2020,2,13,3,126927.71824834007
170528.47052630244,19.449577229881687,103.9321,103.9321,103.9321,2020,2,12,2,126927.71824834007
170360.14980690173,19.448113426184747,103.879,103.879,103.879,2020,2,11,1,126927.71824834007
170002.57726446385,19.444273894214167,103.8413,103.8413,103.8413,2020,2,10,0,126927.71824834007
169822.99006515578,19.44253106269236,103.8028,103.8028,103.8028,2020,2,9,6,126927.71824834007
169637.37893462632,19.441433791719682,103.6897,103.6897,103.6897,2020,2,6,3,126927.71824834007
169293.40840836067,19.437740452451816,103.6518,103.6518,103.6518,2020,2,5,2,126927.71824834007
169428.9798053745,19.439707375511194,103.6138,103.6138,103.6138,2020,2,4,1,126927.71824834007
168153.32315342448,19.424943703501246,103.5774,103.5774,103.5774,2020,2,3,0,126927.71824834007
167849.74493459918,19.42169901908547,103.5392,103.5392,103.5392,2020,2,2,6,126927.71824834007
168495.4547152237,19.42086641498107,104.4242,104.4242,104.4242,2020,1,30,3,126927.71824834007
168416.19119452263,19.42033125526491,104.3818,104.3818,104.3818,2020,1,29,2,126927.71824834007
168349.74439867737,19.41990524454971,104.3439,104.3439,104.3439,2020,1,28,1,126927.71824834007
166616.06614006346,19.39956170629028,104.3064,104.3064,104.3064,2020,1,27,0,126927.71824834007
166231.71681493276,19.395309381607838,104.2682,104.2682,104.2682,2020,1,26,6,126927.71824834007
165771.76142926153,19.390871347823108,104.1532,104.1532,104.1532,2020,1,23,3,126927.71824834007
165674.14471724306,19.390061513779184,104.1149,104.1149,104.1149,2020,1,22,2,126927.71824834007
165455.52772213446,19.387783950850967,104.0771,104.0771,104.0771,2020,1,21,1,126927.71824834007
165101.64132088452,19.383757549299432,104.0504,104.0504,104.0504,2020,1,20,0,126927.71824834007
164767.93083349077,19.38006861833287,104.0132,104.0132,104.0132,2020,1,19,6,126927.71824834007
164406.29126621038,19.37676895531043,103.8994,103.8994,103.8994,2020,1,16,3,126927.71824834007
164247.50598617928,19.375202494971138,103.8614,103.8614,103.8614,2020,1,15,2,126927.71824834007
164247.50598617928,19.375202494971138,103.8614,103.8614,103.8614,2020,1,15,2,126927.71824834007
164127.5072643827,19.374105588966422,103.8235,103.8235,103.8235,2020,1,14,1,126927.71824834007
163803.23772734165,19.37051661000103,103.7855,103.7855,103.7855,2020,1,13,0,126927.71824834007
163736.4344732717,19.370068864984844,103.7473,103.7473,103.7473,2020,1,12,6,126927.71824834007
163354.79016928154,19.36650583986654,103.6328,103.6328,103.6328,2020,1,9,3,126927.71824834007
163064.50393825752,19.363318331928134,103.5945,103.5945,103.5945,2020,1,8,2,126927.71824834007
161010.6273698106,19.338332170301765,103.5567,103.5567,103.5567,2020,1,7,1,126927.71824834007
161152.74221055006,19.340474696457267,103.5175,103.5175,103.5175,2020,1,6,0,126927.71824834007
160995.19821208954,19.33890721942539,103.4773,103.4773,103.4773,2020,1,5,6,126927.71824834007
160636.4047451573,19.335567969211727,103.3612,103.3612,103.3612,2020,1,2,3,126927.71824834007
159959.30187607097,19.327484099582527,103.3235,103.3235,103.3235,2020,1,1,2,126927.71824834007
159515.14978446404,19.32265891252237,103.2475,103.2475,103.2475,2019,12,30,0,126927.71824834007
159450.03026255593,19.322212511883833,103.2093,103.2093,103.2093,2019,12,29,6,126927.71824834007
159051.3387570504,19.318318446606785,103.0945,103.0945,103.0945,2019,12,26,3,126927.71824834007
158649.8656997856,19.31438334454414,102.9792,102.9792,102.9792,2019,12,23,0,126927.71824834007
157343.12558872727,19.298216950617952,102.9405,102.9405,102.9405,2019,12,22,6,126927.71824834007
156515.38753045976,19.2888170931392,102.8223,102.8223,102.8223,2019,12,19,3,126927.71824834007
156491.95104125963,19.288905804486767,102.7824,102.7824,102.7824,2019,12,18,2,126927.71824834007
156264.29357063628,19.286381592976532,102.7426,102.7426,102.7426,2019,12,17,1,126927.71824834007
156208.30565773384,19.286035427219097,102.7045,102.7045,102.7045,2019,12,16,0,126927.71824834007
155143.1476540295,19.272721545064073,102.6665,102.6665,102.6665,2019,12,15,6,126927.71824834007
154953.7074630678,19.271408199705537,102.5505,102.5505,102.5505,2019,12,12,3,126927.71824834007
154880.91627224447,19.270846051381003,102.5118,102.5118,102.5118,2019,12,11,2,126927.71824834007
153886.9643587786,19.25834768155907,102.473,102.473,102.473,2019,12,10,1,126927.71824834007
153720.3223483154,19.256564506604466,102.4337,102.4337,102.4337,2019,12,9,0,126927.71824834007
153429.25288216717,19.254314660291694,102.276,102.276,102.276,2019,12,5,3,126927.71824834007
153243.1212447071,19.252273405123113,102.2365,102.2365,102.2365,2019,12,4,2,126927.71824834007
152728.20196888983,19.245928534073492,102.1969,102.1969,102.1969,2019,12,3,1,126927.71824834007
152574.08605153105,19.244429616432917,102.1438,102.1438,102.1438,2019,12,2,0,126927.71824834007
152190.05147774937,19.239651826117232,102.117,102.117,102.117,2019,12,1,6,126927.71824834007
151119.87163050397,19.226688309558863,101.9996,101.9996,101.9996,2019,11,28,3,126927.71824834007
151053.82270740453,19.226203410624628,101.9599,101.9599,101.9599,2019,11,27,2,126927.71824834007
150497.0555871443,19.21920786818141,101.9202,101.9202,101.9202,2019,11,26,1,126927.71824834007
150319.40411989397,19.217238851847252,101.8801,101.8801,101.8801,2019,11,25,0,126927.71824834007
149289.46732217917,19.203873342017555,101.8409,101.8409,101.8409,2019,11,24,6,126927.71824834007
148909.1897527483,19.19994735708359,101.7213,101.7213,101.7213,2019,11,21,3,126927.71824834007
148860.86994976216,19.199701687781424,101.6803,101.6803,101.6803,2019,11,20,2,126927.71824834007
130803.19329993438,18.941358809047827,101.6504,101.6504,101.6504,2019,11,19,1,126927.71824834007
127055.9697070547,18.883970786359694,101.5748,101.5748,101.5748,2019,11,17,6,126927.71824834007
126978.53975719678,18.883970786359694,101.451,101.451,101.451,2019,11,14,3,126927.71824834007
126953.12622121599,18.883970786359694,101.4104,101.4104,101.4104,2019,11,13,2,126927.71824834007
126927.71824834007,18.883970786359694,101.3698,101.3698,101.3698,2019,11,12,1,126927.71824834007
